Date	Date (UTC)	Month	Day	Hour (UTC)	wetweight_g
283.62	10/11/13	10	11	15	3.062379559
283.67	10/11/13	10	11	16	3.062548095
283.71	10/11/13	10	11	17	3.062716589
283.75	10/11/13	10	11	18	3.062885046
283.79	10/11/13	10	11	19	3.06305347
283.83	10/11/13	10	11	20	3.063221863
283.87	10/11/13	10	11	21	3.063390231
283.92	10/11/13	10	11	22	3.063558576
283.96	10/11/13	10	11	23	3.063726904
284	10/12/13	10	12	0	3.063895217
284.04	10/12/13	10	12	1	3.06406352
284.08	10/12/13	10	12	2	3.064231817
284.12	10/12/13	10	12	3	3.064400112
284.17	10/12/13	10	12	4	3.064568409
284.21	10/12/13	10	12	5	3.064736712
284.25	10/12/13	10	12	6	3.064905026
284.29	10/12/13	10	12	7	3.065073354
284.33	10/12/13	10	12	8	3.065241702
284.37	10/12/13	10	12	9	3.065410073
284.42	10/12/13	10	12	10	3.065578471
284.46	10/12/13	10	12	11	3.065746902
284.5	10/12/13	10	12	12	3.06591537
284.54	10/12/13	10	12	13	3.066083878
284.58	10/12/13	10	12	14	3.066252432
284.62	10/12/13	10	12	15	3.066421037
284.67	10/12/13	10	12	16	3.066589696
284.71	10/12/13	10	12	17	3.066758414
284.75	10/12/13	10	12	18	3.066927197
284.79	10/12/13	10	12	19	3.067096048
284.83	10/12/13	10	12	20	3.067264974
284.87	10/12/13	10	12	21	3.067433977
284.92	10/12/13	10	12	22	3.067603064
284.96	10/12/13	10	12	23	3.067772239
285	10/13/13	10	13	0	3.067941507
285.04	10/13/13	10	13	1	3.068110873
285.08	10/13/13	10	13	2	3.068280342
285.12	10/13/13	10	13	3	3.068449919
285.17	10/13/13	10	13	4	3.06861961
285.21	10/13/13	10	13	5	3.068789418
285.25	10/13/13	10	13	6	3.068959351
285.29	10/13/13	10	13	7	3.069129411
285.33	10/13/13	10	13	8	3.069299606
285.37	10/13/13	10	13	9	3.06946994
285.42	10/13/13	10	13	10	3.069640418
285.46	10/13/13	10	13	11	3.069811047
285.5	10/13/13	10	13	12	3.06998183
285.54	10/13/13	10	13	13	3.070152774
285.58	10/13/13	10	13	14	3.070323885
285.62	10/13/13	10	13	15	3.070495167
285.67	10/13/13	10	13	16	3.070666626
285.71	10/13/13	10	13	17	3.070838269
285.75	10/13/13	10	13	18	3.071010099
285.79	10/13/13	10	13	19	3.071182124
285.83	10/13/13	10	13	20	3.071354349
285.87	10/13/13	10	13	21	3.07152678
285.92	10/13/13	10	13	22	3.071699422
285.96	10/13/13	10	13	23	3.071872281
286	10/14/13	10	14	0	3.072045364
286.04	10/14/13	10	14	1	3.072218675
286.08	10/14/13	10	14	2	3.072392222
286.12	10/14/13	10	14	3	3.07256601
286.17	10/14/13	10	14	4	3.072740045
286.21	10/14/13	10	14	5	3.072914333
286.25	10/14/13	10	14	6	3.07308888
286.29	10/14/13	10	14	7	3.073263693
286.33	10/14/13	10	14	8	3.073438777
286.37	10/14/13	10	14	9	3.073614139
286.42	10/14/13	10	14	10	3.073789785
286.46	10/14/13	10	14	11	3.073965722
286.5	10/14/13	10	14	12	3.074141956
286.54	10/14/13	10	14	13	3.074318492
286.58	10/14/13	10	14	14	3.074495339
286.62	10/14/13	10	14	15	3.074672501
286.67	10/14/13	10	14	16	3.074849986
286.71	10/14/13	10	14	17	3.075027801
286.75	10/14/13	10	14	18	3.075205951
286.79	10/14/13	10	14	19	3.075384443
286.83	10/14/13	10	14	20	3.075563285
286.87	10/14/13	10	14	21	3.075742482
286.92	10/14/13	10	14	22	3.075922042
286.96	10/14/13	10	14	23	3.076101971
287	10/15/13	10	15	0	3.076282276
287.04	10/15/13	10	15	1	3.076462964
287.08	10/15/13	10	15	2	3.076644043
287.12	10/15/13	10	15	3	3.076825518
287.17	10/15/13	10	15	4	3.077007397
287.21	10/15/13	10	15	5	3.077189686
287.25	10/15/13	10	15	6	3.077372394
287.29	10/15/13	10	15	7	3.077555527
287.33	10/15/13	10	15	8	3.077739092
287.37	10/15/13	10	15	9	3.077923096
287.42	10/15/13	10	15	10	3.078107314
287.46	10/15/13	10	15	11	3.078291532
287.5	10/15/13	10	15	12	3.078475793
287.54	10/15/13	10	15	13	3.078660089
287.58	10/15/13	10	15	14	3.078844363
287.62	10/15/13	10	15	15	3.079028602
287.67	10/15/13	10	15	16	3.079212912
287.71	10/15/13	10	15	17	3.079399328
287.75	10/15/13	10	15	18	3.079586074
287.79	10/15/13	10	15	19	3.079772788
287.83	10/15/13	10	15	20	3.079959528
287.87	10/15/13	10	15	21	3.080146296
287.92	10/15/13	10	15	22	3.080333029
287.96	10/15/13	10	15	23	3.080519776
288	10/16/13	10	16	0	3.080706584
288.04	10/16/13	10	16	1	3.080893399
288.08	10/16/13	10	16	2	3.081080184
288.12	10/16/13	10	16	3	3.081266919
288.17	10/16/13	10	16	4	3.081453599
288.21	10/16/13	10	16	5	3.081640237
288.25	10/16/13	10	16	6	3.081826861
288.29	10/16/13	10	16	7	3.082013517
288.33	10/16/13	10	16	8	3.082200217
288.37	10/16/13	10	16	9	3.082386891
288.42	10/16/13	10	16	10	3.082573541
288.46	10/16/13	10	16	11	3.082760171
288.5	10/16/13	10	16	12	3.082946785
288.54	10/16/13	10	16	13	3.083133386
288.58	10/16/13	10	16	14	3.083319977
288.62	10/16/13	10	16	15	3.08350656
288.67	10/16/13	10	16	16	3.083693136
288.71	10/16/13	10	16	17	3.083879707
288.75	10/16/13	10	16	18	3.084066273
288.79	10/16/13	10	16	19	3.084252834
288.83	10/16/13	10	16	20	3.084439389
288.87	10/16/13	10	16	21	3.084625938
288.92	10/16/13	10	16	22	3.084812479
288.96	10/16/13	10	16	23	3.084999009
289	10/17/13	10	17	0	3.085185526
289.04	10/17/13	10	17	1	3.085372028
289.08	10/17/13	10	17	2	3.085558509
289.12	10/17/13	10	17	3	3.085744966
289.17	10/17/13	10	17	4	3.085931394
289.21	10/17/13	10	17	5	3.086117788
289.25	10/17/13	10	17	6	3.086304142
289.29	10/17/13	10	17	7	3.08649045
289.33	10/17/13	10	17	8	3.086676715
289.37	10/17/13	10	17	9	3.086862942
289.42	10/17/13	10	17	10	3.087049131
289.46	10/17/13	10	17	11	3.087235281
289.5	10/17/13	10	17	12	3.087421392
289.54	10/17/13	10	17	13	3.087607464
289.58	10/17/13	10	17	14	3.087793495
289.62	10/17/13	10	17	15	3.087979487
289.67	10/17/13	10	17	16	3.088165439
289.71	10/17/13	10	17	17	3.088351349
289.75	10/17/13	10	17	18	3.088537219
289.79	10/17/13	10	17	19	3.088723047
289.83	10/17/13	10	17	20	3.088908834
289.87	10/17/13	10	17	21	3.089094578
289.92	10/17/13	10	17	22	3.08928028
289.96	10/17/13	10	17	23	3.089465939
290	10/18/13	10	18	0	3.089651555
290.04	10/18/13	10	18	1	3.089837127
290.08	10/18/13	10	18	2	3.090022655
290.12	10/18/13	10	18	3	3.090208139
290.17	10/18/13	10	18	4	3.090393578
290.21	10/18/13	10	18	5	3.090578972
290.25	10/18/13	10	18	6	3.09076432
290.29	10/18/13	10	18	7	3.090949622
290.33	10/18/13	10	18	8	3.091134878
290.37	10/18/13	10	18	9	3.091320087
290.42	10/18/13	10	18	10	3.091505248
290.46	10/18/13	10	18	11	3.091690362
290.5	10/18/13	10	18	12	3.091875427
290.54	10/18/13	10	18	13	3.092060444
290.58	10/18/13	10	18	14	3.092245412
290.62	10/18/13	10	18	15	3.09243033
290.67	10/18/13	10	18	16	3.092615198
290.71	10/18/13	10	18	17	3.092800015
290.75	10/18/13	10	18	18	3.092984782
290.79	10/18/13	10	18	19	3.093169497
290.83	10/18/13	10	18	20	3.09335416
290.87	10/18/13	10	18	21	3.09353877
290.92	10/18/13	10	18	22	3.093723327
290.96	10/18/13	10	18	23	3.093907831
291	10/19/13	10	19	0	3.094092281
291.04	10/19/13	10	19	1	3.094276676
291.08	10/19/13	10	19	2	3.094461017
291.12	10/19/13	10	19	3	3.094645301
291.17	10/19/13	10	19	4	3.094829468
291.21	10/19/13	10	19	5	3.095013272
291.25	10/19/13	10	19	6	3.09519671
291.29	10/19/13	10	19	7	3.09537981
291.33	10/19/13	10	19	8	3.095562598
291.37	10/19/13	10	19	9	3.095745101
291.42	10/19/13	10	19	10	3.095927342
291.46	10/19/13	10	19	11	3.096109347
291.5	10/19/13	10	19	12	3.096291138
291.54	10/19/13	10	19	13	3.096472739
291.58	10/19/13	10	19	14	3.096654169
291.62	10/19/13	10	19	15	3.096835452
291.67	10/19/13	10	19	16	3.097016606
291.71	10/19/13	10	19	17	3.097197652
291.75	10/19/13	10	19	18	3.097378607
291.79	10/19/13	10	19	19	3.097559489
291.83	10/19/13	10	19	20	3.097740316
291.87	10/19/13	10	19	21	3.097921103
291.92	10/19/13	10	19	22	3.098101867
291.96	10/19/13	10	19	23	3.09828262
292	10/20/13	10	20	0	3.098463378
292.04	10/20/13	10	20	1	3.098644153
292.08	10/20/13	10	20	2	3.098824958
292.12	10/20/13	10	20	3	3.099005803
292.17	10/20/13	10	20	4	3.099186699
292.21	10/20/13	10	20	5	3.099367657
292.25	10/20/13	10	20	6	3.099548685
292.29	10/20/13	10	20	7	3.099729791
292.33	10/20/13	10	20	8	3.099910982
292.37	10/20/13	10	20	9	3.100092266
292.42	10/20/13	10	20	10	3.100273649
292.46	10/20/13	10	20	11	3.100455134
292.5	10/20/13	10	20	12	3.100636727
292.54	10/20/13	10	20	13	3.100818431
292.58	10/20/13	10	20	14	3.101000248
292.62	10/20/13	10	20	15	3.10118218
292.67	10/20/13	10	20	16	3.101364229
292.71	10/20/13	10	20	17	3.101546395
292.75	10/20/13	10	20	18	3.101728676
292.79	10/20/13	10	20	19	3.101911072
292.83	10/20/13	10	20	20	3.102093581
292.87	10/20/13	10	20	21	3.102276199
292.92	10/20/13	10	20	22	3.102458923
292.96	10/20/13	10	20	23	3.102641749
293	10/21/13	10	21	0	3.10282467
293.04	10/21/13	10	21	1	3.103007682
293.08	10/21/13	10	21	2	3.103190776
293.12	10/21/13	10	21	3	3.103373946
293.17	10/21/13	10	21	4	3.103557183
293.21	10/21/13	10	21	5	3.103740477
293.25	10/21/13	10	21	6	3.103923819
293.29	10/21/13	10	21	7	3.104107197
293.33	10/21/13	10	21	8	3.1042906
293.37	10/21/13	10	21	9	3.104474015
293.42	10/21/13	10	21	10	3.104657429
293.46	10/21/13	10	21	11	3.104840828
293.5	10/21/13	10	21	12	3.105024198
293.54	10/21/13	10	21	13	3.105207522
293.58	10/21/13	10	21	14	3.105390784
293.62	10/21/13	10	21	15	3.105573966
293.67	10/21/13	10	21	16	3.105757052
293.71	10/21/13	10	21	17	3.105940021
293.75	10/21/13	10	21	18	3.106122854
293.79	10/21/13	10	21	19	3.106305532
293.83	10/21/13	10	21	20	3.106488032
293.87	10/21/13	10	21	21	3.106670332
293.92	10/21/13	10	21	22	3.10685241
293.96	10/21/13	10	21	23	3.107034242
294	10/22/13	10	22	0	3.107215804
294.04	10/22/13	10	22	1	3.10739707
294.08	10/22/13	10	22	2	3.107578015
294.12	10/22/13	10	22	3	3.107758611
294.17	10/22/13	10	22	4	3.107938832
294.21	10/22/13	10	22	5	3.108118648
294.25	10/22/13	10	22	6	3.108298031
294.29	10/22/13	10	22	7	3.10847695
294.33	10/22/13	10	22	8	3.108655375
294.37	10/22/13	10	22	9	3.108833274
294.42	10/22/13	10	22	10	3.109010614
294.46	10/22/13	10	22	11	3.109187364
294.5	10/22/13	10	22	12	3.109363488
294.54	10/22/13	10	22	13	3.109538952
294.58	10/22/13	10	22	14	3.10971372
294.62	10/22/13	10	22	15	3.109887757
294.67	10/22/13	10	22	16	3.110061024
294.71	10/22/13	10	22	17	3.110233484
294.75	10/22/13	10	22	18	3.110405098
294.79	10/22/13	10	22	19	3.110575827
294.83	10/22/13	10	22	20	3.110745631
294.87	10/22/13	10	22	21	3.110914467
294.92	10/22/13	10	22	22	3.111082295
294.96	10/22/13	10	22	23	3.111249072
295	10/23/13	10	23	0	3.111414754
295.04	10/23/13	10	23	1	3.111579296
295.08	10/23/13	10	23	2	3.111742654
295.12	10/23/13	10	23	3	3.111904782
295.17	10/23/13	10	23	4	3.112065633
295.21	10/23/13	10	23	5	3.11222516
295.25	10/23/13	10	23	6	3.112383314
295.29	10/23/13	10	23	7	3.112540047
295.33	10/23/13	10	23	8	3.112695307
295.37	10/23/13	10	23	9	3.112849046
295.42	10/23/13	10	23	10	3.113001211
295.46	10/23/13	10	23	11	3.11315175
295.5	10/23/13	10	23	12	3.11330061
295.54	10/23/13	10	23	13	3.113447737
295.58	10/23/13	10	23	14	3.113593076
295.62	10/23/13	10	23	15	3.113736573
295.67	10/23/13	10	23	16	3.11387817
295.71	10/23/13	10	23	17	3.114017812
295.75	10/23/13	10	23	18	3.114155439
295.79	10/23/13	10	23	19	3.114290993
295.83	10/23/13	10	23	20	3.114424416
295.87	10/23/13	10	23	21	3.114555646
295.92	10/23/13	10	23	22	3.114684623
295.96	10/23/13	10	23	23	3.114811285
296	10/24/13	10	24	0	3.114935569
296.04	10/24/13	10	24	1	3.115057412
296.08	10/24/13	10	24	2	3.11517675
296.12	10/24/13	10	24	3	3.115293518
296.17	10/24/13	10	24	4	3.11540765
296.21	10/24/13	10	24	5	3.115519079
296.25	10/24/13	10	24	6	3.115627738
296.29	10/24/13	10	24	7	3.115733559
296.33	10/24/13	10	24	8	3.115836473
296.37	10/24/13	10	24	9	3.11593641
296.42	10/24/13	10	24	10	3.1160333
296.46	10/24/13	10	24	11	3.116127086
296.5	10/24/13	10	24	12	3.116220062
296.54	10/24/13	10	24	13	3.1163139
296.58	10/24/13	10	24	14	3.116408597
296.62	10/24/13	10	24	15	3.116504149
296.67	10/24/13	10	24	16	3.116600553
296.71	10/24/13	10	24	17	3.116697803
296.75	10/24/13	10	24	18	3.116795897
296.79	10/24/13	10	24	19	3.116894831
296.83	10/24/13	10	24	20	3.1169946
296.87	10/24/13	10	24	21	3.117095201
296.92	10/24/13	10	24	22	3.11719663
296.96	10/24/13	10	24	23	3.117298883
297	10/25/13	10	25	0	3.117401956
297.04	10/25/13	10	25	1	3.117505845
297.08	10/25/13	10	25	2	3.117610547
297.12	10/25/13	10	25	3	3.117716056
297.17	10/25/13	10	25	4	3.117822369
297.21	10/25/13	10	25	5	3.117929482
297.25	10/25/13	10	25	6	3.118037392
297.29	10/25/13	10	25	7	3.118146093
297.33	10/25/13	10	25	8	3.118255583
297.37	10/25/13	10	25	9	3.118365856
297.42	10/25/13	10	25	10	3.118476909
297.46	10/25/13	10	25	11	3.118588737
297.5	10/25/13	10	25	12	3.118701337
297.54	10/25/13	10	25	13	3.118814705
297.58	10/25/13	10	25	14	3.118928836
297.62	10/25/13	10	25	15	3.119043726
297.67	10/25/13	10	25	16	3.119159371
297.71	10/25/13	10	25	17	3.119275766
297.75	10/25/13	10	25	18	3.119392908
297.79	10/25/13	10	25	19	3.119510793
297.83	10/25/13	10	25	20	3.119629415
297.87	10/25/13	10	25	21	3.119748771
297.92	10/25/13	10	25	22	3.119868857
297.96	10/25/13	10	25	23	3.119989669
298	10/26/13	10	26	0	3.120111201
298.04	10/26/13	10	26	1	3.12023345
298.08	10/26/13	10	26	2	3.120356411
298.12	10/26/13	10	26	3	3.12048008
298.17	10/26/13	10	26	4	3.120604453
298.21	10/26/13	10	26	5	3.120729526
298.25	10/26/13	10	26	6	3.120855293
298.29	10/26/13	10	26	7	3.120981751
298.33	10/26/13	10	26	8	3.121108895
298.37	10/26/13	10	26	9	3.12123672
298.42	10/26/13	10	26	10	3.121365224
298.46	10/26/13	10	26	11	3.121494399
298.5	10/26/13	10	26	12	3.121624244
298.54	10/26/13	10	26	13	3.121754752
298.58	10/26/13	10	26	14	3.121885919
298.62	10/26/13	10	26	15	3.122017742
298.67	10/26/13	10	26	16	3.122150215
298.71	10/26/13	10	26	17	3.122283334
298.75	10/26/13	10	26	18	3.122417094
298.79	10/26/13	10	26	19	3.12255149
298.83	10/26/13	10	26	20	3.122686519
298.87	10/26/13	10	26	21	3.122822176
298.92	10/26/13	10	26	22	3.122958455
298.96	10/26/13	10	26	23	3.123095353
299	10/27/13	10	27	0	3.123232864
299.04	10/27/13	10	27	1	3.123370985
299.08	10/27/13	10	27	2	3.12350971
299.12	10/27/13	10	27	3	3.123649034
299.17	10/27/13	10	27	4	3.123788954
299.21	10/27/13	10	27	5	3.123929464
299.25	10/27/13	10	27	6	3.124070559
299.29	10/27/13	10	27	7	3.124212235
299.33	10/27/13	10	27	8	3.124354488
299.37	10/27/13	10	27	9	3.124497311
299.42	10/27/13	10	27	10	3.124640701
299.46	10/27/13	10	27	11	3.124784653
299.5	10/27/13	10	27	12	3.124929162
299.54	10/27/13	10	27	13	3.125074223
299.58	10/27/13	10	27	14	3.125219831
299.62	10/27/13	10	27	15	3.125365982
299.67	10/27/13	10	27	16	3.12551267
299.71	10/27/13	10	27	17	3.12565989
299.75	10/27/13	10	27	18	3.125807639
299.79	10/27/13	10	27	19	3.12595591
299.83	10/27/13	10	27	20	3.1261047
299.87	10/27/13	10	27	21	3.126254002
299.92	10/27/13	10	27	22	3.126403812
299.96	10/27/13	10	27	23	3.126554125
300	10/28/13	10	28	0	3.126704937
300.04	10/28/13	10	28	1	3.126856241
300.08	10/28/13	10	28	2	3.127008034
300.12	10/28/13	10	28	3	3.12716031
300.17	10/28/13	10	28	4	3.127313063
300.21	10/28/13	10	28	5	3.12746629
300.25	10/28/13	10	28	6	3.127619984
300.29	10/28/13	10	28	7	3.127774141
300.33	10/28/13	10	28	8	3.127928756
300.37	10/28/13	10	28	9	3.128083824
300.42	10/28/13	10	28	10	3.128239339
300.46	10/28/13	10	28	11	3.128395296
300.5	10/28/13	10	28	12	3.12855169
300.54	10/28/13	10	28	13	3.128708517
300.58	10/28/13	10	28	14	3.12886577
300.62	10/28/13	10	28	15	3.129023445
300.67	10/28/13	10	28	16	3.129181536
300.71	10/28/13	10	28	17	3.129340038
300.75	10/28/13	10	28	18	3.129498947
300.79	10/28/13	10	28	19	3.129658255
300.83	10/28/13	10	28	20	3.12981796
300.87	10/28/13	10	28	21	3.129978054
300.92	10/28/13	10	28	22	3.130138533
300.96	10/28/13	10	28	23	3.130299392
301	10/29/13	10	29	0	3.130460625
301.04	10/29/13	10	29	1	3.130622227
301.08	10/29/13	10	29	2	3.130784192
301.12	10/29/13	10	29	3	3.130946515
301.17	10/29/13	10	29	4	3.131109191
301.21	10/29/13	10	29	5	3.131272214
301.25	10/29/13	10	29	6	3.131435579
301.29	10/29/13	10	29	7	3.131599281
301.33	10/29/13	10	29	8	3.131763313
301.37	10/29/13	10	29	9	3.131927671
301.42	10/29/13	10	29	10	3.132092349
301.46	10/29/13	10	29	11	3.132257342
301.5	10/29/13	10	29	12	3.132422644
301.54	10/29/13	10	29	13	3.132588249
301.58	10/29/13	10	29	14	3.132754153
301.62	10/29/13	10	29	15	3.132920348
301.67	10/29/13	10	29	16	3.133086831
301.71	10/29/13	10	29	17	3.133253595
301.75	10/29/13	10	29	18	3.133420635
301.79	10/29/13	10	29	19	3.133587945
301.83	10/29/13	10	29	20	3.13375552
301.87	10/29/13	10	29	21	3.133923354
301.92	10/29/13	10	29	22	3.134091441
301.96	10/29/13	10	29	23	3.134259775
302	10/30/13	10	30	0	3.134428351
302.04	10/30/13	10	30	1	3.134597164
302.08	10/30/13	10	30	2	3.134766207
302.12	10/30/13	10	30	3	3.134935475
302.17	10/30/13	10	30	4	3.135104962
302.21	10/30/13	10	30	5	3.135274663
302.25	10/30/13	10	30	6	3.135444571
302.29	10/30/13	10	30	7	3.13561468
302.33	10/30/13	10	30	8	3.135784986
302.37	10/30/13	10	30	9	3.135955482
302.42	10/30/13	10	30	10	3.136126163
302.46	10/30/13	10	30	11	3.136297022
302.5	10/30/13	10	30	12	3.136468053
302.54	10/30/13	10	30	13	3.136639252
302.58	10/30/13	10	30	14	3.136810611
302.62	10/30/13	10	30	15	3.136982126
302.67	10/30/13	10	30	16	3.13715379
302.71	10/30/13	10	30	17	3.137325597
302.75	10/30/13	10	30	18	3.137497541
302.79	10/30/13	10	30	19	3.137669616
302.83	10/30/13	10	30	20	3.137841818
302.87	10/30/13	10	30	21	3.138014138
302.92	10/30/13	10	30	22	3.138186572
302.96	10/30/13	10	30	23	3.138359113
303	10/31/13	10	31	0	3.138531756
303.04	10/31/13	10	31	1	3.138704494
303.08	10/31/13	10	31	2	3.138877322
303.12	10/31/13	10	31	3	3.139050232
303.17	10/31/13	10	31	4	3.13922322
303.21	10/31/13	10	31	5	3.139396279
303.25	10/31/13	10	31	6	3.139569403
303.29	10/31/13	10	31	7	3.139742586
303.33	10/31/13	10	31	8	3.139915821
303.37	10/31/13	10	31	9	3.140089103
303.42	10/31/13	10	31	10	3.140262426
303.46	10/31/13	10	31	11	3.140435782
303.5	10/31/13	10	31	12	3.140609167
303.54	10/31/13	10	31	13	3.140782574
303.58	10/31/13	10	31	14	3.140955996
303.62	10/31/13	10	31	15	3.141129427
303.67	10/31/13	10	31	16	3.141302862
303.71	10/31/13	10	31	17	3.141476293
303.75	10/31/13	10	31	18	3.141649715
303.79	10/31/13	10	31	19	3.141823121
303.83	10/31/13	10	31	20	3.141996506
303.87	10/31/13	10	31	21	3.142169861
303.92	10/31/13	10	31	22	3.142343183
303.96	10/31/13	10	31	23	3.142516463
304	11/1/13	11	1	0	3.142689695
304.04	11/1/13	11	1	1	3.142862874
304.08	11/1/13	11	1	2	3.143035993
304.12	11/1/13	11	1	3	3.143209045
304.17	11/1/13	11	1	4	3.143382024
304.21	11/1/13	11	1	5	3.143554923
304.25	11/1/13	11	1	6	3.143727737
304.29	11/1/13	11	1	7	3.143900458
304.33	11/1/13	11	1	8	3.14407308
304.37	11/1/13	11	1	9	3.144245597
304.42	11/1/13	11	1	10	3.144418002
304.46	11/1/13	11	1	11	3.144590288
304.5	11/1/13	11	1	12	3.14476245
304.54	11/1/13	11	1	13	3.14493448
304.58	11/1/13	11	1	14	3.145106372
304.62	11/1/13	11	1	15	3.145278119
304.67	11/1/13	11	1	16	3.145449715
304.71	11/1/13	11	1	17	3.145621154
304.75	11/1/13	11	1	18	3.145792427
304.79	11/1/13	11	1	19	3.145963794
304.83	11/1/13	11	1	20	3.146135671
304.87	11/1/13	11	1	21	3.146308047
304.92	11/1/13	11	1	22	3.146480905
304.96	11/1/13	11	1	23	3.146654227
305	11/2/13	11	2	0	3.146827999
305.04	11/2/13	11	2	1	3.147002202
305.08	11/2/13	11	2	2	3.14717682
305.12	11/2/13	11	2	3	3.147351838
305.17	11/2/13	11	2	4	3.14752724
305.21	11/2/13	11	2	5	3.147703008
305.25	11/2/13	11	2	6	3.147879128
305.29	11/2/13	11	2	7	3.148055583
305.33	11/2/13	11	2	8	3.148232359
305.37	11/2/13	11	2	9	3.148409439
305.42	11/2/13	11	2	10	3.148586809
305.46	11/2/13	11	2	11	3.148764454
305.5	11/2/13	11	2	12	3.148942357
305.54	11/2/13	11	2	13	3.149120505
305.58	11/2/13	11	2	14	3.149298883
305.62	11/2/13	11	2	15	3.149477476
305.67	11/2/13	11	2	16	3.14965627
305.71	11/2/13	11	2	17	3.14983525
305.75	11/2/13	11	2	18	3.150014402
305.79	11/2/13	11	2	19	3.150193712
305.83	11/2/13	11	2	20	3.150373167
305.87	11/2/13	11	2	21	3.150552753
305.92	11/2/13	11	2	22	3.150732455
305.96	11/2/13	11	2	23	3.15091226
306	11/3/13	11	3	0	3.151092156
306.04	11/3/13	11	3	1	3.151272129
306.08	11/3/13	11	3	2	3.151452166
306.12	11/3/13	11	3	3	3.151632253
306.17	11/3/13	11	3	4	3.151812379
306.21	11/3/13	11	3	5	3.15199253
306.25	11/3/13	11	3	6	3.152172694
306.29	11/3/13	11	3	7	3.152352858
306.33	11/3/13	11	3	8	3.152533011
306.37	11/3/13	11	3	9	3.15271314
306.42	11/3/13	11	3	10	3.152893233
306.46	11/3/13	11	3	11	3.153073279
306.5	11/3/13	11	3	12	3.153253266
306.54	11/3/13	11	3	13	3.153433182
306.58	11/3/13	11	3	14	3.153613015
306.62	11/3/13	11	3	15	3.153792755
306.67	11/3/13	11	3	16	3.153972391
306.71	11/3/13	11	3	17	3.154151911
306.75	11/3/13	11	3	18	3.154331304
306.79	11/3/13	11	3	19	3.15451056
306.83	11/3/13	11	3	20	3.154689669
306.87	11/3/13	11	3	21	3.154868619
306.92	11/3/13	11	3	22	3.155047401
306.96	11/3/13	11	3	23	3.155226004
307	11/3/13	11	3	0	3.155404419
307.04	11/4/13	11	4	1	3.155582635
307.08	11/4/13	11	4	2	3.155760642
307.12	11/4/13	11	4	3	3.155938432
307.17	11/4/13	11	4	4	3.156115994
307.21	11/4/13	11	4	5	3.156293319
307.25	11/4/13	11	4	6	3.156470399
307.29	11/4/13	11	4	7	3.156647223
307.33	11/4/13	11	4	8	3.156823783
307.37	11/4/13	11	4	9	3.157000071
307.42	11/4/13	11	4	10	3.157176077
307.46	11/4/13	11	4	11	3.157351794
307.5	11/4/13	11	4	12	3.157527212
307.54	11/4/13	11	4	13	3.157702323
307.58	11/4/13	11	4	14	3.15787712
307.62	11/4/13	11	4	15	3.158051595
307.67	11/4/13	11	4	16	3.158225739
307.71	11/4/13	11	4	17	3.158399545
307.75	11/4/13	11	4	18	3.158573005
307.79	11/4/13	11	4	19	3.158746113
307.83	11/4/13	11	4	20	3.15891886
307.87	11/4/13	11	4	21	3.159091239
307.92	11/4/13	11	4	22	3.159263245
307.96	11/4/13	11	4	23	3.159434869
308	11/4/13	11	4	0	3.159606105
308.04	11/5/13	11	5	1	3.159776947
308.08	11/5/13	11	5	2	3.159947387
308.12	11/5/13	11	5	3	3.160117421
308.17	11/5/13	11	5	4	3.160287041
308.21	11/5/13	11	5	5	3.160456241
308.25	11/5/13	11	5	6	3.160625016
308.29	11/5/13	11	5	7	3.16079336
308.33	11/5/13	11	5	8	3.160961267
308.37	11/5/13	11	5	9	3.161128733
308.42	11/5/13	11	5	10	3.16129575
308.46	11/5/13	11	5	11	3.161462315
308.5	11/5/13	11	5	12	3.161628422
308.54	11/5/13	11	5	13	3.161794067
308.58	11/5/13	11	5	14	3.161959244
308.62	11/5/13	11	5	15	3.162123949
308.67	11/5/13	11	5	16	3.162288177
308.71	11/5/13	11	5	17	3.162451924
308.75	11/5/13	11	5	18	3.162615187
308.79	11/5/13	11	5	19	3.162777959
308.83	11/5/13	11	5	20	3.162940239
308.87	11/5/13	11	5	21	3.163102021
308.92	11/5/13	11	5	22	3.163263303
308.96	11/5/13	11	5	23	3.163424081
309	11/5/13	11	5	0	3.163584351
309.04	11/6/13	11	6	1	3.163744109
309.08	11/6/13	11	6	2	3.163903354
309.12	11/6/13	11	6	3	3.164062082
309.17	11/6/13	11	6	4	3.16422029
309.21	11/6/13	11	6	5	3.164377975
309.25	11/6/13	11	6	6	3.164535135
309.29	11/6/13	11	6	7	3.164691768
309.33	11/6/13	11	6	8	3.16484787
309.37	11/6/13	11	6	9	3.165003441
309.42	11/6/13	11	6	10	3.165158477
309.46	11/6/13	11	6	11	3.165312978
309.5	11/6/13	11	6	12	3.165466941
309.54	11/6/13	11	6	13	3.165620364
309.58	11/6/13	11	6	14	3.165773247
309.62	11/6/13	11	6	15	3.165925587
309.67	11/6/13	11	6	16	3.166077385
309.71	11/6/13	11	6	17	3.166228637
309.75	11/6/13	11	6	18	3.166379345
309.79	11/6/13	11	6	19	3.166529507
309.83	11/6/13	11	6	20	3.166679122
309.87	11/6/13	11	6	21	3.166828189
309.92	11/6/13	11	6	22	3.166976709
309.96	11/6/13	11	6	23	3.167124682
310	11/6/13	11	6	0	3.167272106
310.04	11/7/13	11	7	1	3.167418983
310.08	11/7/13	11	7	2	3.167565312
310.12	11/7/13	11	7	3	3.167711094
