Date	Date (UTC)	Month	Day	Hour (UTC)	shell_length (cm)
21.87	1/22/13	1	22	21	5.666809025
21.92	1/22/13	1	22	22	5.666832492
21.96	1/22/13	1	22	23	5.666855957
22	1/23/13	1	23	0	5.666879421
22.04	1/23/13	1	23	1	5.666902884
22.08	1/23/13	1	23	2	5.666926348
22.12	1/23/13	1	23	3	5.666949811
22.17	1/23/13	1	23	4	5.666973276
22.21	1/23/13	1	23	5	5.666996741
22.25	1/23/13	1	23	6	5.667020208
22.29	1/23/13	1	23	7	5.667043677
22.33	1/23/13	1	23	8	5.667067148
22.37	1/23/13	1	23	9	5.667090622
22.42	1/23/13	1	23	10	5.667114098
22.46	1/23/13	1	23	11	5.667137578
22.5	1/23/13	1	23	12	5.667161062
22.54	1/23/13	1	23	13	5.667184549
22.58	1/23/13	1	23	14	5.667208042
22.62	1/23/13	1	23	15	5.667231538
22.67	1/23/13	1	23	16	5.66725504
22.71	1/23/13	1	23	17	5.667278547
22.75	1/23/13	1	23	18	5.66730206
22.79	1/23/13	1	23	19	5.667325579
22.83	1/23/13	1	23	20	5.667349105
22.87	1/23/13	1	23	21	5.667372637
22.92	1/23/13	1	23	22	5.667396176
22.96	1/23/13	1	23	23	5.667419722
23	1/24/13	1	24	0	5.667443276
23.04	1/24/13	1	24	1	5.667466838
23.08	1/24/13	1	24	2	5.667490408
23.12	1/24/13	1	24	3	5.667513987
23.17	1/24/13	1	24	4	5.667537574
23.21	1/24/13	1	24	5	5.66756117
23.25	1/24/13	1	24	6	5.667584776
23.29	1/24/13	1	24	7	5.667608391
23.33	1/24/13	1	24	8	5.667632016
23.37	1/24/13	1	24	9	5.667655651
23.42	1/24/13	1	24	10	5.667679296
23.46	1/24/13	1	24	11	5.667702951
23.5	1/24/13	1	24	12	5.667726618
23.54	1/24/13	1	24	13	5.667750296
23.58	1/24/13	1	24	14	5.667773984
23.62	1/24/13	1	24	15	5.667797685
23.67	1/24/13	1	24	16	5.667821396
23.71	1/24/13	1	24	17	5.66784512
23.75	1/24/13	1	24	18	5.667868856
23.79	1/24/13	1	24	19	5.667892605
23.83	1/24/13	1	24	20	5.667916365
23.87	1/24/13	1	24	21	5.667940139
23.92	1/24/13	1	24	22	5.667963925
23.96	1/24/13	1	24	23	5.667987725
24	1/25/13	1	25	0	5.668011537
24.04	1/25/13	1	25	1	5.668035364
24.08	1/25/13	1	25	2	5.668059203
24.12	1/25/13	1	25	3	5.668083057
24.17	1/25/13	1	25	4	5.668106924
24.21	1/25/13	1	25	5	5.668130806
24.25	1/25/13	1	25	6	5.668154702
24.29	1/25/13	1	25	7	5.668178612
24.33	1/25/13	1	25	8	5.668202536
24.37	1/25/13	1	25	9	5.668226476
24.42	1/25/13	1	25	10	5.66825043
24.46	1/25/13	1	25	11	5.668274399
24.5	1/25/13	1	25	12	5.668298383
24.54	1/25/13	1	25	13	5.668322382
24.58	1/25/13	1	25	14	5.668346396
24.62	1/25/13	1	25	15	5.668370426
24.67	1/25/13	1	25	16	5.668394471
24.71	1/25/13	1	25	17	5.668418532
24.75	1/25/13	1	25	18	5.668442609
24.79	1/25/13	1	25	19	5.668466701
24.83	1/25/13	1	25	20	5.668490809
24.87	1/25/13	1	25	21	5.668514933
24.92	1/25/13	1	25	22	5.668539072
24.96	1/25/13	1	25	23	5.668563228
25	1/26/13	1	26	0	5.6685874
25.04	1/26/13	1	26	1	5.668611588
25.08	1/26/13	1	26	2	5.668635792
25.12	1/26/13	1	26	3	5.668660013
25.17	1/26/13	1	26	4	5.668684249
25.21	1/26/13	1	26	5	5.668708502
25.25	1/26/13	1	26	6	5.668732772
25.29	1/26/13	1	26	7	5.668757057
25.33	1/26/13	1	26	8	5.66878136
25.37	1/26/13	1	26	9	5.668805678
25.42	1/26/13	1	26	10	5.668830013
25.46	1/26/13	1	26	11	5.668854364
25.5	1/26/13	1	26	12	5.668878732
25.54	1/26/13	1	26	13	5.668903116
25.58	1/26/13	1	26	14	5.668927517
25.62	1/26/13	1	26	15	5.668951934
25.67	1/26/13	1	26	16	5.668976367
25.71	1/26/13	1	26	17	5.669000817
25.75	1/26/13	1	26	18	5.669025283
25.79	1/26/13	1	26	19	5.669049765
25.83	1/26/13	1	26	20	5.669074264
25.87	1/26/13	1	26	21	5.669098779
25.92	1/26/13	1	26	22	5.669123309
25.96	1/26/13	1	26	23	5.669147856
26	1/27/13	1	27	0	5.66917242
26.04	1/27/13	1	27	1	5.669196999
26.08	1/27/13	1	27	2	5.669221594
26.12	1/27/13	1	27	3	5.669246205
26.17	1/27/13	1	27	4	5.669270831
26.21	1/27/13	1	27	5	5.669295473
26.25	1/27/13	1	27	6	5.669320131
26.29	1/27/13	1	27	7	5.669344805
26.33	1/27/13	1	27	8	5.669369494
26.37	1/27/13	1	27	9	5.669394198
26.42	1/27/13	1	27	10	5.669418917
26.46	1/27/13	1	27	11	5.669443651
26.5	1/27/13	1	27	12	5.669468401
26.54	1/27/13	1	27	13	5.669493165
26.58	1/27/13	1	27	14	5.669517944
26.62	1/27/13	1	27	15	5.669542737
26.67	1/27/13	1	27	16	5.669567545
26.71	1/27/13	1	27	17	5.669592368
26.75	1/27/13	1	27	18	5.669617204
26.79	1/27/13	1	27	19	5.669642055
26.83	1/27/13	1	27	20	5.669666919
26.87	1/27/13	1	27	21	5.669691797
26.92	1/27/13	1	27	22	5.669716689
26.96	1/27/13	1	27	23	5.669741593
27	1/28/13	1	28	0	5.669766511
27.04	1/28/13	1	28	1	5.669791443
27.08	1/28/13	1	28	2	5.669816386
27.12	1/28/13	1	28	3	5.669841343
27.17	1/28/13	1	28	4	5.669866312
27.21	1/28/13	1	28	5	5.669891293
27.25	1/28/13	1	28	6	5.669916286
27.29	1/28/13	1	28	7	5.669941291
27.33	1/28/13	1	28	8	5.669966308
27.37	1/28/13	1	28	9	5.669991336
27.42	1/28/13	1	28	10	5.670016375
27.46	1/28/13	1	28	11	5.670041425
27.5	1/28/13	1	28	12	5.670066485
27.54	1/28/13	1	28	13	5.670091556
27.58	1/28/13	1	28	14	5.670116638
27.62	1/28/13	1	28	15	5.670141729
27.67	1/28/13	1	28	16	5.67016683
27.71	1/28/13	1	28	17	5.67019194
27.75	1/28/13	1	28	18	5.670217059
27.79	1/28/13	1	28	19	5.670242188
27.83	1/28/13	1	28	20	5.670267325
27.87	1/28/13	1	28	21	5.67029247
27.92	1/28/13	1	28	22	5.670317623
27.96	1/28/13	1	28	23	5.670342785
28	1/29/13	1	29	0	5.670367953
28.04	1/29/13	1	29	1	5.670393129
28.08	1/29/13	1	29	2	5.670418311
28.12	1/29/13	1	29	3	5.670443501
28.17	1/29/13	1	29	4	5.670468696
28.21	1/29/13	1	29	5	5.670493897
28.25	1/29/13	1	29	6	5.670519104
28.29	1/29/13	1	29	7	5.670544316
28.33	1/29/13	1	29	8	5.670569534
28.37	1/29/13	1	29	9	5.670594755
28.42	1/29/13	1	29	10	5.670619981
28.46	1/29/13	1	29	11	5.670645211
28.5	1/29/13	1	29	12	5.670670444
28.54	1/29/13	1	29	13	5.670695681
28.58	1/29/13	1	29	14	5.67072092
28.62	1/29/13	1	29	15	5.670746162
28.67	1/29/13	1	29	16	5.670771406
28.71	1/29/13	1	29	17	5.670796652
28.75	1/29/13	1	29	18	5.670821899
28.79	1/29/13	1	29	19	5.670847146
28.83	1/29/13	1	29	20	5.670872395
28.87	1/29/13	1	29	21	5.670897643
28.92	1/29/13	1	29	22	5.670922892
28.96	1/29/13	1	29	23	5.670948139
29	1/30/13	1	30	0	5.670973386
29.04	1/30/13	1	30	1	5.670998631
29.08	1/30/13	1	30	2	5.671023874
29.12	1/30/13	1	30	3	5.671049116
29.17	1/30/13	1	30	4	5.671074368
29.21	1/30/13	1	30	5	5.671099632
29.25	1/30/13	1	30	6	5.671124906
29.29	1/30/13	1	30	7	5.671150193
29.33	1/30/13	1	30	8	5.67117549
29.37	1/30/13	1	30	9	5.671200799
29.42	1/30/13	1	30	10	5.67122612
29.46	1/30/13	1	30	11	5.671251452
29.5	1/30/13	1	30	12	5.671276795
29.54	1/30/13	1	30	13	5.671302149
29.58	1/30/13	1	30	14	5.671327515
29.62	1/30/13	1	30	15	5.671352891
29.67	1/30/13	1	30	16	5.67137828
29.71	1/30/13	1	30	17	5.671403679
29.75	1/30/13	1	30	18	5.671429089
29.79	1/30/13	1	30	19	5.671454511
29.83	1/30/13	1	30	20	5.671479944
29.87	1/30/13	1	30	21	5.671505388
29.92	1/30/13	1	30	22	5.671530844
29.96	1/30/13	1	30	23	5.67155631
30	1/31/13	1	31	0	5.671581787
30.04	1/31/13	1	31	1	5.671607276
30.08	1/31/13	1	31	2	5.671632776
30.12	1/31/13	1	31	3	5.671658287
30.17	1/31/13	1	31	4	5.671683808
30.21	1/31/13	1	31	5	5.671709341
30.25	1/31/13	1	31	6	5.671734885
30.29	1/31/13	1	31	7	5.67176044
30.33	1/31/13	1	31	8	5.671786006
30.37	1/31/13	1	31	9	5.671811583
30.42	1/31/13	1	31	10	5.67183717
30.46	1/31/13	1	31	11	5.671862769
30.5	1/31/13	1	31	12	5.671888379
30.54	1/31/13	1	31	13	5.671913999
30.58	1/31/13	1	31	14	5.671939631
30.62	1/31/13	1	31	15	5.671965273
30.67	1/31/13	1	31	16	5.671990927
30.71	1/31/13	1	31	17	5.672016591
30.75	1/31/13	1	31	18	5.672042266
30.79	1/31/13	1	31	19	5.672067952
30.83	1/31/13	1	31	20	5.672093648
30.87	1/31/13	1	31	21	5.672119356
30.92	1/31/13	1	31	22	5.672145074
30.96	1/31/13	1	31	23	5.672170803
31	2/1/13	2	1	0	5.672196543
31.04	2/1/13	2	1	1	5.672222293
31.08	2/1/13	2	1	2	5.672248055
31.12	2/1/13	2	1	3	5.672273827
31.17	2/1/13	2	1	4	5.672299609
31.21	2/1/13	2	1	5	5.672325403
31.25	2/1/13	2	1	6	5.672351207
31.29	2/1/13	2	1	7	5.672377022
31.33	2/1/13	2	1	8	5.672402847
31.37	2/1/13	2	1	9	5.672428684
31.42	2/1/13	2	1	10	5.67245453
31.46	2/1/13	2	1	11	5.672480388
31.5	2/1/13	2	1	12	5.672506256
31.54	2/1/13	2	1	13	5.672532135
31.58	2/1/13	2	1	14	5.672558024
31.62	2/1/13	2	1	15	5.672583924
31.67	2/1/13	2	1	16	5.672609834
31.71	2/1/13	2	1	17	5.672635755
31.75	2/1/13	2	1	18	5.672661687
31.79	2/1/13	2	1	19	5.672687629
31.83	2/1/13	2	1	20	5.672713582
31.87	2/1/13	2	1	21	5.672739545
31.92	2/1/13	2	1	22	5.672765519
31.96	2/1/13	2	1	23	5.672791503
32	2/2/13	2	2	0	5.672817498
32.04	2/2/13	2	2	1	5.672843503
32.08	2/2/13	2	2	2	5.672869519
32.12	2/2/13	2	2	3	5.672895545
32.17	2/2/13	2	2	4	5.672921582
32.21	2/2/13	2	2	5	5.672947629
32.25	2/2/13	2	2	6	5.672973686
32.29	2/2/13	2	2	7	5.672999754
32.33	2/2/13	2	2	8	5.673025833
32.37	2/2/13	2	2	9	5.673051922
32.42	2/2/13	2	2	10	5.673078021
32.46	2/2/13	2	2	11	5.673104131
32.5	2/2/13	2	2	12	5.673130251
32.54	2/2/13	2	2	13	5.673156381
32.58	2/2/13	2	2	14	5.673182522
32.62	2/2/13	2	2	15	5.673208673
32.67	2/2/13	2	2	16	5.673234835
32.71	2/2/13	2	2	17	5.673261007
32.75	2/2/13	2	2	18	5.673287189
32.79	2/2/13	2	2	19	5.673313381
32.83	2/2/13	2	2	20	5.673339584
32.87	2/2/13	2	2	21	5.673365798
32.92	2/2/13	2	2	22	5.673392021
32.96	2/2/13	2	2	23	5.673418255
33	2/3/13	2	3	0	5.673444499
33.04	2/3/13	2	3	1	5.673470754
33.08	2/3/13	2	3	2	5.673497019
33.12	2/3/13	2	3	3	5.673523294
33.17	2/3/13	2	3	4	5.673549579
33.21	2/3/13	2	3	5	5.673575875
33.25	2/3/13	2	3	6	5.673602181
33.29	2/3/13	2	3	7	5.673628497
33.33	2/3/13	2	3	8	5.673654823
33.37	2/3/13	2	3	9	5.67368116
33.42	2/3/13	2	3	10	5.673707507
33.46	2/3/13	2	3	11	5.673733864
33.5	2/3/13	2	3	12	5.673760231
33.54	2/3/13	2	3	13	5.673786609
33.58	2/3/13	2	3	14	5.673812997
33.62	2/3/13	2	3	15	5.673839395
33.67	2/3/13	2	3	16	5.673865803
33.71	2/3/13	2	3	17	5.673892222
33.75	2/3/13	2	3	18	5.673918651
33.79	2/3/13	2	3	19	5.673945089
33.83	2/3/13	2	3	20	5.673971539
33.87	2/3/13	2	3	21	5.673997998
33.92	2/3/13	2	3	22	5.674024468
33.96	2/3/13	2	3	23	5.674050947
34	2/4/13	2	4	0	5.674077437
34.04	2/4/13	2	4	1	5.674103937
34.08	2/4/13	2	4	2	5.674130448
34.12	2/4/13	2	4	3	5.674156968
34.17	2/4/13	2	4	4	5.674183499
34.21	2/4/13	2	4	5	5.67421004
34.25	2/4/13	2	4	6	5.674236591
34.29	2/4/13	2	4	7	5.674263152
34.33	2/4/13	2	4	8	5.674289723
34.37	2/4/13	2	4	9	5.674316305
34.42	2/4/13	2	4	10	5.674342896
34.46	2/4/13	2	4	11	5.674369498
34.5	2/4/13	2	4	12	5.67439611
34.54	2/4/13	2	4	13	5.674422732
34.58	2/4/13	2	4	14	5.674449364
34.62	2/4/13	2	4	15	5.674476007
34.67	2/4/13	2	4	16	5.674502659
34.71	2/4/13	2	4	17	5.674529322
34.75	2/4/13	2	4	18	5.674555995
34.79	2/4/13	2	4	19	5.674582678
34.83	2/4/13	2	4	20	5.674609371
34.87	2/4/13	2	4	21	5.674636075
34.92	2/4/13	2	4	22	5.674662788
34.96	2/4/13	2	4	23	5.674689512
35	2/5/13	2	5	0	5.674716246
35.04	2/5/13	2	5	1	5.674742989
35.08	2/5/13	2	5	2	5.674769744
35.12	2/5/13	2	5	3	5.674796508
35.17	2/5/13	2	5	4	5.674823282
35.21	2/5/13	2	5	5	5.674850067
35.25	2/5/13	2	5	6	5.674876861
35.29	2/5/13	2	5	7	5.674903666
35.33	2/5/13	2	5	8	5.674930481
35.37	2/5/13	2	5	9	5.674957306
35.42	2/5/13	2	5	10	5.674984141
35.46	2/5/13	2	5	11	5.675010987
35.5	2/5/13	2	5	12	5.675037842
35.54	2/5/13	2	5	13	5.675064708
35.58	2/5/13	2	5	14	5.675091584
35.62	2/5/13	2	5	15	5.67511847
35.67	2/5/13	2	5	16	5.675145366
35.71	2/5/13	2	5	17	5.675172273
35.75	2/5/13	2	5	18	5.675199189
35.79	2/5/13	2	5	19	5.675226116
35.83	2/5/13	2	5	20	5.675253053
35.87	2/5/13	2	5	21	5.67528
35.92	2/5/13	2	5	22	5.675306957
35.96	2/5/13	2	5	23	5.675333924
36	2/6/13	2	6	0	5.675360902
36.04	2/6/13	2	6	1	5.67538789
36.08	2/6/13	2	6	2	5.675414888
36.12	2/6/13	2	6	3	5.675441896
36.17	2/6/13	2	6	4	5.675468914
36.21	2/6/13	2	6	5	5.675495943
36.25	2/6/13	2	6	6	5.675522981
36.29	2/6/13	2	6	7	5.67555003
36.33	2/6/13	2	6	8	5.675577089
36.37	2/6/13	2	6	9	5.675604159
36.42	2/6/13	2	6	10	5.675631238
36.46	2/6/13	2	6	11	5.675658328
36.5	2/6/13	2	6	12	5.675685428
36.54	2/6/13	2	6	13	5.675712538
36.58	2/6/13	2	6	14	5.675739659
36.62	2/6/13	2	6	15	5.675766789
36.67	2/6/13	2	6	16	5.67579393
36.71	2/6/13	2	6	17	5.675821082
36.75	2/6/13	2	6	18	5.675848243
36.79	2/6/13	2	6	19	5.675875415
36.83	2/6/13	2	6	20	5.675902597
36.87	2/6/13	2	6	21	5.675929789
36.92	2/6/13	2	6	22	5.675956992
36.96	2/6/13	2	6	23	5.675984204
37	2/7/13	2	7	0	5.676011427
37.04	2/7/13	2	7	1	5.676038661
37.08	2/7/13	2	7	2	5.676065905
37.12	2/7/13	2	7	3	5.676093159
37.17	2/7/13	2	7	4	5.676120423
37.21	2/7/13	2	7	5	5.676147698
37.25	2/7/13	2	7	6	5.676174983
37.29	2/7/13	2	7	7	5.676202278
37.33	2/7/13	2	7	8	5.676229583
37.37	2/7/13	2	7	9	5.676256899
37.42	2/7/13	2	7	10	5.676284226
37.46	2/7/13	2	7	11	5.676311563
37.5	2/7/13	2	7	12	5.67633891
37.54	2/7/13	2	7	13	5.676366267
37.58	2/7/13	2	7	14	5.676393635
37.62	2/7/13	2	7	15	5.676421013
37.67	2/7/13	2	7	16	5.676448402
37.71	2/7/13	2	7	17	5.676475801
37.75	2/7/13	2	7	18	5.67650321
37.79	2/7/13	2	7	19	5.67653063
37.83	2/7/13	2	7	20	5.676558061
37.87	2/7/13	2	7	21	5.676585502
37.92	2/7/13	2	7	22	5.676612953
37.96	2/7/13	2	7	23	5.676640415
38	2/8/13	2	8	0	5.676667887
38.04	2/8/13	2	8	1	5.676695369
38.08	2/8/13	2	8	2	5.676722863
38.12	2/8/13	2	8	3	5.676750366
38.17	2/8/13	2	8	4	5.67677788
38.21	2/8/13	2	8	5	5.676805405
38.25	2/8/13	2	8	6	5.67683294
38.29	2/8/13	2	8	7	5.676860486
38.33	2/8/13	2	8	8	5.676888043
38.37	2/8/13	2	8	9	5.676915609
38.42	2/8/13	2	8	10	5.676943187
38.46	2/8/13	2	8	11	5.676970775
38.5	2/8/13	2	8	12	5.676998374
38.54	2/8/13	2	8	13	5.677025983
38.58	2/8/13	2	8	14	5.677053603
38.62	2/8/13	2	8	15	5.677081233
38.67	2/8/13	2	8	16	5.677108874
38.71	2/8/13	2	8	17	5.677136526
38.75	2/8/13	2	8	18	5.677164189
38.79	2/8/13	2	8	19	5.677191862
38.83	2/8/13	2	8	20	5.677219546
38.87	2/8/13	2	8	21	5.67724724
38.92	2/8/13	2	8	22	5.677274945
38.96	2/8/13	2	8	23	5.677302661
39	2/9/13	2	9	0	5.677330388
39.04	2/9/13	2	9	1	5.677358125
39.08	2/9/13	2	9	2	5.677385873
39.12	2/9/13	2	9	3	5.677413632
39.17	2/9/13	2	9	4	5.677441402
39.21	2/9/13	2	9	5	5.677469183
39.25	2/9/13	2	9	6	5.677496974
39.29	2/9/13	2	9	7	5.677524776
39.33	2/9/13	2	9	8	5.677552589
39.37	2/9/13	2	9	9	5.677580413
39.42	2/9/13	2	9	10	5.677608248
39.46	2/9/13	2	9	11	5.677636093
39.5	2/9/13	2	9	12	5.67766395
39.54	2/9/13	2	9	13	5.677691817
39.58	2/9/13	2	9	14	5.677719695
39.62	2/9/13	2	9	15	5.677747585
39.67	2/9/13	2	9	16	5.677775485
39.71	2/9/13	2	9	17	5.677803396
39.75	2/9/13	2	9	18	5.677831318
39.79	2/9/13	2	9	19	5.677859251
39.83	2/9/13	2	9	20	5.677887195
39.87	2/9/13	2	9	21	5.67791515
39.92	2/9/13	2	9	22	5.677943117
39.96	2/9/13	2	9	23	5.677971094
40	2/10/13	2	10	0	5.677999082
40.04	2/10/13	2	10	1	5.678027082
40.08	2/10/13	2	10	2	5.678055092
40.12	2/10/13	2	10	3	5.678083114
40.17	2/10/13	2	10	4	5.678111146
40.21	2/10/13	2	10	5	5.67813919
40.25	2/10/13	2	10	6	5.678167245
40.29	2/10/13	2	10	7	5.678195312
40.33	2/10/13	2	10	8	5.678223389
40.37	2/10/13	2	10	9	5.678251478
40.42	2/10/13	2	10	10	5.678279578
40.46	2/10/13	2	10	11	5.678307689
40.5	2/10/13	2	10	12	5.678335811
40.54	2/10/13	2	10	13	5.678363945
40.58	2/10/13	2	10	14	5.67839209
40.62	2/10/13	2	10	15	5.678420246
40.67	2/10/13	2	10	16	5.678448414
40.71	2/10/13	2	10	17	5.678476593
40.75	2/10/13	2	10	18	5.678504783
40.79	2/10/13	2	10	19	5.678532985
40.83	2/10/13	2	10	20	5.678561198
40.87	2/10/13	2	10	21	5.678589422
40.92	2/10/13	2	10	22	5.678617658
40.96	2/10/13	2	10	23	5.678645906
41	2/11/13	2	11	0	5.678674165
41.04	2/11/13	2	11	1	5.678702435
41.08	2/11/13	2	11	2	5.678730717
41.12	2/11/13	2	11	3	5.678759011
41.17	2/11/13	2	11	4	5.678787316
41.21	2/11/13	2	11	5	5.678815632
41.25	2/11/13	2	11	6	5.678843961
41.29	2/11/13	2	11	7	5.6788723
41.33	2/11/13	2	11	8	5.678900652
41.37	2/11/13	2	11	9	5.678929015
41.42	2/11/13	2	11	10	5.67895739
41.46	2/11/13	2	11	11	5.678985776
41.5	2/11/13	2	11	12	5.679014174
41.54	2/11/13	2	11	13	5.679042584
41.58	2/11/13	2	11	14	5.679071006
41.62	2/11/13	2	11	15	5.679099439
41.67	2/11/13	2	11	16	5.679127885
41.71	2/11/13	2	11	17	5.679156342
41.75	2/11/13	2	11	18	5.679184811
41.79	2/11/13	2	11	19	5.679213291
41.83	2/11/13	2	11	20	5.679241781
41.87	2/11/13	2	11	21	5.679270282
41.92	2/11/13	2	11	22	5.679298792
41.96	2/11/13	2	11	23	5.679327312
42	2/12/13	2	12	0	5.679355843
42.04	2/12/13	2	12	1	5.679384383
42.08	2/12/13	2	12	2	5.679412934
42.12	2/12/13	2	12	3	5.679441495
42.17	2/12/13	2	12	4	5.679470066
42.21	2/12/13	2	12	5	5.679498646
42.25	2/12/13	2	12	6	5.679527237
42.29	2/12/13	2	12	7	5.679555839
42.33	2/12/13	2	12	8	5.67958445
42.37	2/12/13	2	12	9	5.679613071
42.42	2/12/13	2	12	10	5.679641703
42.46	2/12/13	2	12	11	5.679670345
42.5	2/12/13	2	12	12	5.679698997
42.54	2/12/13	2	12	13	5.679727659
42.58	2/12/13	2	12	14	5.679756331
42.62	2/12/13	2	12	15	5.679785014
42.67	2/12/13	2	12	16	5.679813707
42.71	2/12/13	2	12	17	5.67984241
42.75	2/12/13	2	12	18	5.679871123
42.79	2/12/13	2	12	19	5.679899847
42.83	2/12/13	2	12	20	5.67992858
42.87	2/12/13	2	12	21	5.679957325
42.92	2/12/13	2	12	22	5.679986079
42.96	2/12/13	2	12	23	5.680014844
43	2/13/13	2	13	0	5.680043619
43.04	2/13/13	2	13	1	5.680072404
43.08	2/13/13	2	13	2	5.6801012
43.12	2/13/13	2	13	3	5.680130006
43.17	2/13/13	2	13	4	5.680158822
43.21	2/13/13	2	13	5	5.680187649
43.25	2/13/13	2	13	6	5.680216486
43.29	2/13/13	2	13	7	5.680245334
43.33	2/13/13	2	13	8	5.680274192
43.37	2/13/13	2	13	9	5.68030306
43.42	2/13/13	2	13	10	5.680331939
43.46	2/13/13	2	13	11	5.680360828
43.5	2/13/13	2	13	12	5.680389728
43.54	2/13/13	2	13	13	5.680418638
43.58	2/13/13	2	13	14	5.680447559
43.62	2/13/13	2	13	15	5.68047649
43.67	2/13/13	2	13	16	5.680505432
43.71	2/13/13	2	13	17	5.680534384
43.75	2/13/13	2	13	18	5.680563346
43.79	2/13/13	2	13	19	5.680592319
43.83	2/13/13	2	13	20	5.680621303
43.87	2/13/13	2	13	21	5.680650297
43.92	2/13/13	2	13	22	5.680679301
43.96	2/13/13	2	13	23	5.680708317
44	2/14/13	2	14	0	5.680737342
44.04	2/14/13	2	14	1	5.680766379
44.08	2/14/13	2	14	2	5.680795426
44.12	2/14/13	2	14	3	5.680824483
44.17	2/14/13	2	14	4	5.680853551
44.21	2/14/13	2	14	5	5.68088263
44.25	2/14/13	2	14	6	5.680911719
44.29	2/14/13	2	14	7	5.680940819
44.33	2/14/13	2	14	8	5.68096993
44.37	2/14/13	2	14	9	5.680999051
44.42	2/14/13	2	14	10	5.681028183
44.46	2/14/13	2	14	11	5.681057325
44.5	2/14/13	2	14	12	5.681086479
44.54	2/14/13	2	14	13	5.681115642
44.58	2/14/13	2	14	14	5.681144817
44.62	2/14/13	2	14	15	5.681174002
44.67	2/14/13	2	14	16	5.681203198
44.71	2/14/13	2	14	17	5.681232405
44.75	2/14/13	2	14	18	5.681261622
44.79	2/14/13	2	14	19	5.68129085
44.83	2/14/13	2	14	20	5.681320089
44.87	2/14/13	2	14	21	5.681349339
44.92	2/14/13	2	14	22	5.681378599
44.96	2/14/13	2	14	23	5.681407871
45	2/15/13	2	15	0	5.681437153
45.04	2/15/13	2	15	1	5.681466445
45.08	2/15/13	2	15	2	5.681495749
45.12	2/15/13	2	15	3	5.681525063
45.17	2/15/13	2	15	4	5.681554388
45.21	2/15/13	2	15	5	5.681583724
45.25	2/15/13	2	15	6	5.681613071
45.29	2/15/13	2	15	7	5.681642429
45.33	2/15/13	2	15	8	5.681671797
45.37	2/15/13	2	15	9	5.681701177
45.42	2/15/13	2	15	10	5.681730567
45.46	2/15/13	2	15	11	5.681759968
45.5	2/15/13	2	15	12	5.68178938
45.54	2/15/13	2	15	13	5.681818802
45.58	2/15/13	2	15	14	5.681848236
45.62	2/15/13	2	15	15	5.681877681
45.67	2/15/13	2	15	16	5.681907136
45.71	2/15/13	2	15	17	5.681936603
45.75	2/15/13	2	15	18	5.68196608
45.79	2/15/13	2	15	19	5.681995568
45.83	2/15/13	2	15	20	5.682025068
45.87	2/15/13	2	15	21	5.682054578
45.92	2/15/13	2	15	22	5.682084099
45.96	2/15/13	2	15	23	5.682113631
46	2/16/13	2	16	0	5.682143174
46.04	2/16/13	2	16	1	5.682172728
46.08	2/16/13	2	16	2	5.682202293
46.12	2/16/13	2	16	3	5.682231869
46.17	2/16/13	2	16	4	5.682261456
46.21	2/16/13	2	16	5	5.682291054
46.25	2/16/13	2	16	6	5.682320663
46.29	2/16/13	2	16	7	5.682350283
46.33	2/16/13	2	16	8	5.682379915
46.37	2/16/13	2	16	9	5.682409557
46.42	2/16/13	2	16	10	5.68243921
46.46	2/16/13	2	16	11	5.682468874
46.5	2/16/13	2	16	12	5.682498549
46.54	2/16/13	2	16	13	5.682528236
46.58	2/16/13	2	16	14	5.682557933
46.62	2/16/13	2	16	15	5.682587642
46.67	2/16/13	2	16	16	5.682617361
46.71	2/16/13	2	16	17	5.682647092
46.75	2/16/13	2	16	18	5.682676834
46.79	2/16/13	2	16	19	5.682706587
46.83	2/16/13	2	16	20	5.682736351
46.87	2/16/13	2	16	21	5.682766126
46.92	2/16/13	2	16	22	5.682795912
46.96	2/16/13	2	16	23	5.682825709
47	2/17/13	2	17	0	5.682855518
47.04	2/17/13	2	17	1	5.682885337
47.08	2/17/13	2	17	2	5.682915168
47.12	2/17/13	2	17	3	5.68294501
47.17	2/17/13	2	17	4	5.682974863
47.21	2/17/13	2	17	5	5.683004728
47.25	2/17/13	2	17	6	5.683034603
47.29	2/17/13	2	17	7	5.68306449
47.33	2/17/13	2	17	8	5.683094388
47.37	2/17/13	2	17	9	5.683124297
47.42	2/17/13	2	17	10	5.683154217
47.46	2/17/13	2	17	11	5.683184148
47.5	2/17/13	2	17	12	5.683214091
47.54	2/17/13	2	17	13	5.683244045
47.58	2/17/13	2	17	14	5.68327401
47.62	2/17/13	2	17	15	5.683303987
47.67	2/17/13	2	17	16	5.683333974
47.71	2/17/13	2	17	17	5.683363973
47.75	2/17/13	2	17	18	5.683393983
47.79	2/17/13	2	17	19	5.683424004
47.83	2/17/13	2	17	20	5.683454037
47.87	2/17/13	2	17	21	5.683484081
47.92	2/17/13	2	17	22	5.683514136
47.96	2/17/13	2	17	23	5.683544202
48	2/18/13	2	18	0	5.68357428
48.04	2/18/13	2	18	1	5.683604369
48.08	2/18/13	2	18	2	5.683634469
48.12	2/18/13	2	18	3	5.683664581
48.17	2/18/13	2	18	4	5.683694704
48.21	2/18/13	2	18	5	5.683724838
48.25	2/18/13	2	18	6	5.683754984
48.29	2/18/13	2	18	7	5.68378514
48.33	2/18/13	2	18	8	5.683815309
48.37	2/18/13	2	18	9	5.683845488
