Date	Date (UTC)	Month	Day	Hour (UTC)	shell_length (cm)
36.96	2/6/13	2	6	23	1.735425557
37	2/7/13	2	7	0	1.735551473
37.04	2/7/13	2	7	1	1.735677419
37.08	2/7/13	2	7	2	1.735803396
37.12	2/7/13	2	7	3	1.735929403
37.17	2/7/13	2	7	4	1.73605544
37.21	2/7/13	2	7	5	1.736181508
37.25	2/7/13	2	7	6	1.736307606
37.29	2/7/13	2	7	7	1.736433734
37.33	2/7/13	2	7	8	1.736559892
37.37	2/7/13	2	7	9	1.736686081
37.42	2/7/13	2	7	10	1.736812299
37.46	2/7/13	2	7	11	1.736938546
37.5	2/7/13	2	7	12	1.737064824
37.54	2/7/13	2	7	13	1.737191131
37.58	2/7/13	2	7	14	1.737317468
37.62	2/7/13	2	7	15	1.737443834
37.67	2/7/13	2	7	16	1.737570229
37.71	2/7/13	2	7	17	1.737696654
37.75	2/7/13	2	7	18	1.737823108
37.79	2/7/13	2	7	19	1.737949591
37.83	2/7/13	2	7	20	1.738076103
37.87	2/7/13	2	7	21	1.738202644
37.92	2/7/13	2	7	22	1.738329214
37.96	2/7/13	2	7	23	1.738455813
38	2/8/13	2	8	0	1.73858244
38.04	2/8/13	2	8	1	1.738709096
38.08	2/8/13	2	8	2	1.73883578
38.12	2/8/13	2	8	3	1.738962492
38.17	2/8/13	2	8	4	1.739089233
38.21	2/8/13	2	8	5	1.739216003
38.25	2/8/13	2	8	6	1.7393428
38.29	2/8/13	2	8	7	1.739469625
38.33	2/8/13	2	8	8	1.739596362
38.37	2/8/13	2	8	9	1.739722736
38.42	2/8/13	2	8	10	1.739848748
38.46	2/8/13	2	8	11	1.739974407
38.5	2/8/13	2	8	12	1.740099727
38.54	2/8/13	2	8	13	1.740224717
38.58	2/8/13	2	8	14	1.740349389
38.62	2/8/13	2	8	15	1.740473754
38.67	2/8/13	2	8	16	1.740597823
38.71	2/8/13	2	8	17	1.740721607
38.75	2/8/13	2	8	18	1.740845117
38.79	2/8/13	2	8	19	1.740968363
38.83	2/8/13	2	8	20	1.741091355
38.87	2/8/13	2	8	21	1.741214105
38.92	2/8/13	2	8	22	1.741336622
38.96	2/8/13	2	8	23	1.741458916
39	2/9/13	2	9	0	1.741580999
39.04	2/9/13	2	9	1	1.741702879
39.08	2/9/13	2	9	2	1.741824567
39.12	2/9/13	2	9	3	1.741946073
39.17	2/9/13	2	9	4	1.742067406
39.21	2/9/13	2	9	5	1.742188576
39.25	2/9/13	2	9	6	1.742309593
39.29	2/9/13	2	9	7	1.742430465
39.33	2/9/13	2	9	8	1.742551203
39.37	2/9/13	2	9	9	1.742671815
39.42	2/9/13	2	9	10	1.74279231
39.46	2/9/13	2	9	11	1.742912699
39.5	2/9/13	2	9	12	1.743032988
39.54	2/9/13	2	9	13	1.743153189
39.58	2/9/13	2	9	14	1.743273308
39.62	2/9/13	2	9	15	1.743393355
39.67	2/9/13	2	9	16	1.743513338
39.71	2/9/13	2	9	17	1.743633266
39.75	2/9/13	2	9	18	1.743753148
39.79	2/9/13	2	9	19	1.74387299
39.83	2/9/13	2	9	20	1.743992802
39.87	2/9/13	2	9	21	1.744112591
39.92	2/9/13	2	9	22	1.744232366
39.96	2/9/13	2	9	23	1.744352134
40	2/10/13	2	10	0	1.744471902
40.04	2/10/13	2	10	1	1.74459168
40.08	2/10/13	2	10	2	1.744711474
40.12	2/10/13	2	10	3	1.744831291
40.17	2/10/13	2	10	4	1.744951139
40.21	2/10/13	2	10	5	1.745071026
40.25	2/10/13	2	10	6	1.745190957
40.29	2/10/13	2	10	7	1.745310942
40.33	2/10/13	2	10	8	1.745430985
40.37	2/10/13	2	10	9	1.745551095
40.42	2/10/13	2	10	10	1.745671278
40.46	2/10/13	2	10	11	1.745791541
40.5	2/10/13	2	10	12	1.74591189
40.54	2/10/13	2	10	13	1.746032331
40.58	2/10/13	2	10	14	1.746152872
40.62	2/10/13	2	10	15	1.746273518
40.67	2/10/13	2	10	16	1.746394275
40.71	2/10/13	2	10	17	1.74651515
40.75	2/10/13	2	10	18	1.746636149
40.79	2/10/13	2	10	19	1.746757277
40.83	2/10/13	2	10	20	1.746878541
40.87	2/10/13	2	10	21	1.746999945
40.92	2/10/13	2	10	22	1.747121496
40.96	2/10/13	2	10	23	1.747243199
41	2/11/13	2	11	0	1.747365059
41.04	2/11/13	2	11	1	1.747487082
41.08	2/11/13	2	11	2	1.747609273
41.12	2/11/13	2	11	3	1.747731637
41.17	2/11/13	2	11	4	1.74785418
41.21	2/11/13	2	11	5	1.747976905
41.25	2/11/13	2	11	6	1.748099817
41.29	2/11/13	2	11	7	1.748222923
41.33	2/11/13	2	11	8	1.748346225
41.37	2/11/13	2	11	9	1.74846973
41.42	2/11/13	2	11	10	1.74859344
41.46	2/11/13	2	11	11	1.74871736
41.5	2/11/13	2	11	12	1.748841496
41.54	2/11/13	2	11	13	1.74896585
41.58	2/11/13	2	11	14	1.749090427
41.62	2/11/13	2	11	15	1.749215231
41.67	2/11/13	2	11	16	1.749340265
41.71	2/11/13	2	11	17	1.749465534
41.75	2/11/13	2	11	18	1.749591041
41.79	2/11/13	2	11	19	1.749716789
41.83	2/11/13	2	11	20	1.749842783
41.87	2/11/13	2	11	21	1.749969025
41.92	2/11/13	2	11	22	1.750095519
41.96	2/11/13	2	11	23	1.750222267
42	2/12/13	2	12	0	1.750349274
42.04	2/12/13	2	12	1	1.750476542
42.08	2/12/13	2	12	2	1.750604074
42.12	2/12/13	2	12	3	1.750731872
42.17	2/12/13	2	12	4	1.75085994
42.21	2/12/13	2	12	5	1.75098828
42.25	2/12/13	2	12	6	1.751116894
42.29	2/12/13	2	12	7	1.751245785
42.33	2/12/13	2	12	8	1.751374956
42.37	2/12/13	2	12	9	1.751504408
42.42	2/12/13	2	12	10	1.751634144
42.46	2/12/13	2	12	11	1.751764165
42.5	2/12/13	2	12	12	1.751894474
42.54	2/12/13	2	12	13	1.752025073
42.58	2/12/13	2	12	14	1.752155962
42.62	2/12/13	2	12	15	1.752287145
42.67	2/12/13	2	12	16	1.752418622
42.71	2/12/13	2	12	17	1.752550395
42.75	2/12/13	2	12	18	1.752682465
42.79	2/12/13	2	12	19	1.752814834
42.83	2/12/13	2	12	20	1.752947503
42.87	2/12/13	2	12	21	1.753080472
42.92	2/12/13	2	12	22	1.753213743
42.96	2/12/13	2	12	23	1.753347317
43	2/13/13	2	13	0	1.753481195
43.04	2/13/13	2	13	1	1.753615377
43.08	2/13/13	2	13	2	1.753749864
43.12	2/13/13	2	13	3	1.753884656
43.17	2/13/13	2	13	4	1.754019754
43.21	2/13/13	2	13	5	1.754155158
43.25	2/13/13	2	13	6	1.754290869
43.29	2/13/13	2	13	7	1.754426886
43.33	2/13/13	2	13	8	1.75456321
43.37	2/13/13	2	13	9	1.754699841
43.42	2/13/13	2	13	10	1.754836778
43.46	2/13/13	2	13	11	1.754974022
43.5	2/13/13	2	13	12	1.755111571
43.54	2/13/13	2	13	13	1.755249426
43.58	2/13/13	2	13	14	1.755387586
43.62	2/13/13	2	13	15	1.75552605
43.67	2/13/13	2	13	16	1.755664819
43.71	2/13/13	2	13	17	1.75580389
43.75	2/13/13	2	13	18	1.755943263
43.79	2/13/13	2	13	19	1.756082938
43.83	2/13/13	2	13	20	1.756222912
43.87	2/13/13	2	13	21	1.756363186
43.92	2/13/13	2	13	22	1.756503757
43.96	2/13/13	2	13	23	1.756644625
44	2/14/13	2	14	0	1.756785787
44.04	2/14/13	2	14	1	1.756927243
44.08	2/14/13	2	14	2	1.757068991
44.12	2/14/13	2	14	3	1.757211029
44.17	2/14/13	2	14	4	1.757353356
44.21	2/14/13	2	14	5	1.757495968
44.25	2/14/13	2	14	6	1.757638866
44.29	2/14/13	2	14	7	1.757782045
44.33	2/14/13	2	14	8	1.757925505
44.37	2/14/13	2	14	9	1.758069243
44.42	2/14/13	2	14	10	1.758213256
44.46	2/14/13	2	14	11	1.758357542
44.5	2/14/13	2	14	12	1.7585021
44.54	2/14/13	2	14	13	1.758646925
44.58	2/14/13	2	14	14	1.758792015
44.62	2/14/13	2	14	15	1.758937368
44.67	2/14/13	2	14	16	1.759082981
44.71	2/14/13	2	14	17	1.75922885
44.75	2/14/13	2	14	18	1.759374973
44.79	2/14/13	2	14	19	1.759521346
44.83	2/14/13	2	14	20	1.759667967
44.87	2/14/13	2	14	21	1.759814831
44.92	2/14/13	2	14	22	1.759961936
44.96	2/14/13	2	14	23	1.760109277
45	2/15/13	2	15	0	1.760256851
45.04	2/15/13	2	15	1	1.760404655
45.08	2/15/13	2	15	2	1.760552685
45.12	2/15/13	2	15	3	1.760700937
45.17	2/15/13	2	15	4	1.760849406
45.21	2/15/13	2	15	5	1.760998089
45.25	2/15/13	2	15	6	1.761146982
45.29	2/15/13	2	15	7	1.76129608
45.33	2/15/13	2	15	8	1.761445379
45.37	2/15/13	2	15	9	1.761594875
45.42	2/15/13	2	15	10	1.761744562
45.46	2/15/13	2	15	11	1.761894437
45.5	2/15/13	2	15	12	1.762044495
45.54	2/15/13	2	15	13	1.762194731
45.58	2/15/13	2	15	14	1.76234514
45.62	2/15/13	2	15	15	1.762495717
45.67	2/15/13	2	15	16	1.762646457
45.71	2/15/13	2	15	17	1.762797356
45.75	2/15/13	2	15	18	1.762948406
45.79	2/15/13	2	15	19	1.763099605
45.83	2/15/13	2	15	20	1.763250945
45.87	2/15/13	2	15	21	1.763402421
45.92	2/15/13	2	15	22	1.763554029
45.96	2/15/13	2	15	23	1.763705762
46	2/16/13	2	16	0	1.763857614
46.04	2/16/13	2	16	1	1.76400958
46.08	2/16/13	2	16	2	1.764161653
46.12	2/16/13	2	16	3	1.764313828
46.17	2/16/13	2	16	4	1.764466099
46.21	2/16/13	2	16	5	1.764618459
46.25	2/16/13	2	16	6	1.764770902
46.29	2/16/13	2	16	7	1.764923422
46.33	2/16/13	2	16	8	1.765076012
46.37	2/16/13	2	16	9	1.765228665
46.42	2/16/13	2	16	10	1.765381376
46.46	2/16/13	2	16	11	1.765534137
46.5	2/16/13	2	16	12	1.765686941
46.54	2/16/13	2	16	13	1.765839782
46.58	2/16/13	2	16	14	1.765992652
46.62	2/16/13	2	16	15	1.766145545
46.67	2/16/13	2	16	16	1.766298453
46.71	2/16/13	2	16	17	1.76645137
46.75	2/16/13	2	16	18	1.766604287
46.79	2/16/13	2	16	19	1.766757197
46.83	2/16/13	2	16	20	1.766910093
46.87	2/16/13	2	16	21	1.767062968
46.92	2/16/13	2	16	22	1.767215813
46.96	2/16/13	2	16	23	1.76736862
47	2/17/13	2	17	0	1.767521383
47.04	2/17/13	2	17	1	1.767674093
47.08	2/17/13	2	17	2	1.767826741
47.12	2/17/13	2	17	3	1.76797932
47.17	2/17/13	2	17	4	1.768131822
47.21	2/17/13	2	17	5	1.768284238
47.25	2/17/13	2	17	6	1.768436561
47.29	2/17/13	2	17	7	1.76858878
47.33	2/17/13	2	17	8	1.768740889
47.37	2/17/13	2	17	9	1.768892878
47.42	2/17/13	2	17	10	1.769044738
47.46	2/17/13	2	17	11	1.769196462
47.5	2/17/13	2	17	12	1.769348039
47.54	2/17/13	2	17	13	1.769499461
47.58	2/17/13	2	17	14	1.769650719
47.62	2/17/13	2	17	15	1.769801804
47.67	2/17/13	2	17	16	1.769952706
47.71	2/17/13	2	17	17	1.770103417
47.75	2/17/13	2	17	18	1.770253926
47.79	2/17/13	2	17	19	1.770404224
47.83	2/17/13	2	17	20	1.770554303
47.87	2/17/13	2	17	21	1.770704151
47.92	2/17/13	2	17	22	1.77085376
47.96	2/17/13	2	17	23	1.771003119
48	2/18/13	2	18	0	1.771152219
48.04	2/18/13	2	18	1	1.77130105
48.08	2/18/13	2	18	2	1.771449601
48.12	2/18/13	2	18	3	1.771597862
48.17	2/18/13	2	18	4	1.771745823
48.21	2/18/13	2	18	5	1.771893475
48.25	2/18/13	2	18	6	1.772040805
48.29	2/18/13	2	18	7	1.772187805
48.33	2/18/13	2	18	8	1.772334462
48.37	2/18/13	2	18	9	1.772480768
48.42	2/18/13	2	18	10	1.77262671
48.46	2/18/13	2	18	11	1.772772278
48.5	2/18/13	2	18	12	1.772917462
48.54	2/18/13	2	18	13	1.773062249
48.58	2/18/13	2	18	14	1.773206629
48.62	2/18/13	2	18	15	1.773350591
48.67	2/18/13	2	18	16	1.773494124
48.71	2/18/13	2	18	17	1.773637216
48.75	2/18/13	2	18	18	1.773779855
48.79	2/18/13	2	18	19	1.773922031
48.83	2/18/13	2	18	20	1.774063731
48.87	2/18/13	2	18	21	1.774204945
48.92	2/18/13	2	18	22	1.774345659
48.96	2/18/13	2	18	23	1.774485863
49	2/19/13	2	19	0	1.774625544
49.04	2/19/13	2	19	1	1.77476469
49.08	2/19/13	2	19	2	1.77490329
49.12	2/19/13	2	19	3	1.775041331
49.17	2/19/13	2	19	4	1.775178801
49.21	2/19/13	2	19	5	1.775315687
49.25	2/19/13	2	19	6	1.775451977
49.29	2/19/13	2	19	7	1.775587658
49.33	2/19/13	2	19	8	1.775722718
49.37	2/19/13	2	19	9	1.775857144
49.42	2/19/13	2	19	10	1.775990924
49.46	2/19/13	2	19	11	1.776124083
49.5	2/19/13	2	19	12	1.776257126
49.54	2/19/13	2	19	13	1.776390209
49.58	2/19/13	2	19	14	1.776523332
49.62	2/19/13	2	19	15	1.776656496
49.67	2/19/13	2	19	16	1.7767897
49.71	2/19/13	2	19	17	1.776922944
49.75	2/19/13	2	19	18	1.777056229
49.79	2/19/13	2	19	19	1.777189554
49.83	2/19/13	2	19	20	1.777322919
49.87	2/19/13	2	19	21	1.777456325
49.92	2/19/13	2	19	22	1.777589771
49.96	2/19/13	2	19	23	1.777723257
50	2/20/13	2	20	0	1.777856783
50.04	2/20/13	2	20	1	1.77799035
50.08	2/20/13	2	20	2	1.778123957
50.12	2/20/13	2	20	3	1.778257604
50.17	2/20/13	2	20	4	1.778391291
50.21	2/20/13	2	20	5	1.778525019
50.25	2/20/13	2	20	6	1.778658786
50.29	2/20/13	2	20	7	1.778792594
50.33	2/20/13	2	20	8	1.778926442
50.37	2/20/13	2	20	9	1.77906033
50.42	2/20/13	2	20	10	1.779194258
50.46	2/20/13	2	20	11	1.779328227
50.5	2/20/13	2	20	12	1.779462235
50.54	2/20/13	2	20	13	1.779596284
50.58	2/20/13	2	20	14	1.779730372
50.62	2/20/13	2	20	15	1.779864501
50.67	2/20/13	2	20	16	1.77999867
50.71	2/20/13	2	20	17	1.780132878
50.75	2/20/13	2	20	18	1.780267127
50.79	2/20/13	2	20	19	1.780401416
50.83	2/20/13	2	20	20	1.780535744
50.87	2/20/13	2	20	21	1.780670113
50.92	2/20/13	2	20	22	1.780804521
50.96	2/20/13	2	20	23	1.78093897
51	2/21/13	2	21	0	1.781073458
51.04	2/21/13	2	21	1	1.781207987
51.08	2/21/13	2	21	2	1.781342555
51.12	2/21/13	2	21	3	1.781477163
51.17	2/21/13	2	21	4	1.78161181
51.21	2/21/13	2	21	5	1.781746498
51.25	2/21/13	2	21	6	1.781881226
51.29	2/21/13	2	21	7	1.782015993
51.33	2/21/13	2	21	8	1.7821508
51.37	2/21/13	2	21	9	1.782285646
51.42	2/21/13	2	21	10	1.782420533
51.46	2/21/13	2	21	11	1.782555459
51.5	2/21/13	2	21	12	1.782690425
51.54	2/21/13	2	21	13	1.78282543
51.58	2/21/13	2	21	14	1.782960475
51.62	2/21/13	2	21	15	1.78309556
51.67	2/21/13	2	21	16	1.783230684
51.71	2/21/13	2	21	17	1.783365848
51.75	2/21/13	2	21	18	1.783501052
51.79	2/21/13	2	21	19	1.783636295
51.83	2/21/13	2	21	20	1.783771577
51.87	2/21/13	2	21	21	1.783906899
51.92	2/21/13	2	21	22	1.784042261
51.96	2/21/13	2	21	23	1.784177662
52	2/22/13	2	22	0	1.784313102
52.04	2/22/13	2	22	1	1.784448582
52.08	2/22/13	2	22	2	1.784584101
52.12	2/22/13	2	22	3	1.78471966
52.17	2/22/13	2	22	4	1.784855258
52.21	2/22/13	2	22	5	1.784990895
52.25	2/22/13	2	22	6	1.785126572
52.29	2/22/13	2	22	7	1.785262287
52.33	2/22/13	2	22	8	1.785398042
52.37	2/22/13	2	22	9	1.785533837
52.42	2/22/13	2	22	10	1.78566967
52.46	2/22/13	2	22	11	1.785805543
52.5	2/22/13	2	22	12	1.785941455
52.54	2/22/13	2	22	13	1.786077406
52.58	2/22/13	2	22	14	1.786213396
52.62	2/22/13	2	22	15	1.786349425
52.67	2/22/13	2	22	16	1.786485493
52.71	2/22/13	2	22	17	1.7866216
52.75	2/22/13	2	22	18	1.786757746
52.79	2/22/13	2	22	19	1.786893931
52.83	2/22/13	2	22	20	1.787030155
52.87	2/22/13	2	22	21	1.787166418
52.92	2/22/13	2	22	22	1.78730272
52.96	2/22/13	2	22	23	1.787439061
53	2/23/13	2	23	0	1.787575441
53.04	2/23/13	2	23	1	1.787711859
53.08	2/23/13	2	23	2	1.787848317
53.12	2/23/13	2	23	3	1.787984813
53.17	2/23/13	2	23	4	1.788121347
53.21	2/23/13	2	23	5	1.788257921
53.25	2/23/13	2	23	6	1.788394533
53.29	2/23/13	2	23	7	1.788531184
53.33	2/23/13	2	23	8	1.788667873
53.37	2/23/13	2	23	9	1.788804601
53.42	2/23/13	2	23	10	1.788941368
53.46	2/23/13	2	23	11	1.789078173
53.5	2/23/13	2	23	12	1.789215016
53.54	2/23/13	2	23	13	1.789351898
53.58	2/23/13	2	23	14	1.789488819
53.62	2/23/13	2	23	15	1.789625778
53.67	2/23/13	2	23	16	1.789762775
53.71	2/23/13	2	23	17	1.789899811
53.75	2/23/13	2	23	18	1.790036885
53.79	2/23/13	2	23	19	1.790173997
53.83	2/23/13	2	23	20	1.790311148
53.87	2/23/13	2	23	21	1.790448336
53.92	2/23/13	2	23	22	1.790585563
53.96	2/23/13	2	23	23	1.790722828
54	2/24/13	2	24	0	1.790860132
54.04	2/24/13	2	24	1	1.790997473
54.08	2/24/13	2	24	2	1.791134853
54.12	2/24/13	2	24	3	1.79127227
54.17	2/24/13	2	24	4	1.791409726
54.21	2/24/13	2	24	5	1.791547219
54.25	2/24/13	2	24	6	1.791684751
54.29	2/24/13	2	24	7	1.79182232
54.33	2/24/13	2	24	8	1.791959927
54.37	2/24/13	2	24	9	1.792097572
54.42	2/24/13	2	24	10	1.792235255
54.46	2/24/13	2	24	11	1.792372976
54.5	2/24/13	2	24	12	1.792510735
54.54	2/24/13	2	24	13	1.792648531
54.58	2/24/13	2	24	14	1.792786365
54.62	2/24/13	2	24	15	1.792924236
54.67	2/24/13	2	24	16	1.793062145
54.71	2/24/13	2	24	17	1.793200092
54.75	2/24/13	2	24	18	1.793338076
54.79	2/24/13	2	24	19	1.793476098
54.83	2/24/13	2	24	20	1.793614157
54.87	2/24/13	2	24	21	1.793752253
54.92	2/24/13	2	24	22	1.793890387
54.96	2/24/13	2	24	23	1.794028559
55	2/25/13	2	25	0	1.794166767
55.04	2/25/13	2	25	1	1.794305013
55.08	2/25/13	2	25	2	1.794443296
55.12	2/25/13	2	25	3	1.794581617
55.17	2/25/13	2	25	4	1.794719974
55.21	2/25/13	2	25	5	1.794858369
55.25	2/25/13	2	25	6	1.794996801
55.29	2/25/13	2	25	7	1.79513527
55.33	2/25/13	2	25	8	1.795273776
55.37	2/25/13	2	25	9	1.795412319
55.42	2/25/13	2	25	10	1.795550899
55.46	2/25/13	2	25	11	1.795689515
55.5	2/25/13	2	25	12	1.795828169
55.54	2/25/13	2	25	13	1.795966859
55.58	2/25/13	2	25	14	1.796105587
55.62	2/25/13	2	25	15	1.796244351
55.67	2/25/13	2	25	16	1.796383152
55.71	2/25/13	2	25	17	1.796521989
55.75	2/25/13	2	25	18	1.796660863
55.79	2/25/13	2	25	19	1.796799774
55.83	2/25/13	2	25	20	1.796938721
55.87	2/25/13	2	25	21	1.797077705
55.92	2/25/13	2	25	22	1.797216725
55.96	2/25/13	2	25	23	1.797355782
56	2/26/13	2	26	0	1.797494875
56.04	2/26/13	2	26	1	1.797634004
56.08	2/26/13	2	26	2	1.79777317
56.12	2/26/13	2	26	3	1.797912372
56.17	2/26/13	2	26	4	1.79805161
56.21	2/26/13	2	26	5	1.798190884
56.25	2/26/13	2	26	6	1.798330195
56.29	2/26/13	2	26	7	1.798469542
56.33	2/26/13	2	26	8	1.798608924
56.37	2/26/13	2	26	9	1.798748343
56.42	2/26/13	2	26	10	1.798887798
56.46	2/26/13	2	26	11	1.799027288
56.5	2/26/13	2	26	12	1.799166815
56.54	2/26/13	2	26	13	1.799306377
56.58	2/26/13	2	26	14	1.799445976
56.62	2/26/13	2	26	15	1.79958561
56.67	2/26/13	2	26	16	1.799725279
56.71	2/26/13	2	26	17	1.799864985
56.75	2/26/13	2	26	18	1.800004726
56.79	2/26/13	2	26	19	1.800144502
56.83	2/26/13	2	26	20	1.800284314
56.87	2/26/13	2	26	21	1.800424162
56.92	2/26/13	2	26	22	1.800564045
56.96	2/26/13	2	26	23	1.800703964
57	2/27/13	2	27	0	1.800843917
57.04	2/27/13	2	27	1	1.800983907
57.08	2/27/13	2	27	2	1.801123931
57.12	2/27/13	2	27	3	1.801263991
57.17	2/27/13	2	27	4	1.801404086
57.21	2/27/13	2	27	5	1.801544216
57.25	2/27/13	2	27	6	1.801684381
57.29	2/27/13	2	27	7	1.801824581
57.33	2/27/13	2	27	8	1.801964816
57.37	2/27/13	2	27	9	1.802105086
57.42	2/27/13	2	27	10	1.802245391
57.46	2/27/13	2	27	11	1.802385731
57.5	2/27/13	2	27	12	1.802526105
57.54	2/27/13	2	27	13	1.802666515
57.58	2/27/13	2	27	14	1.802806959
57.62	2/27/13	2	27	15	1.802947437
57.67	2/27/13	2	27	16	1.803087951
57.71	2/27/13	2	27	17	1.803228499
57.75	2/27/13	2	27	18	1.803369081
57.79	2/27/13	2	27	19	1.803509698
57.83	2/27/13	2	27	20	1.803650349
57.87	2/27/13	2	27	21	1.803791035
57.92	2/27/13	2	27	22	1.803931755
57.96	2/27/13	2	27	23	1.804072509
58	2/28/13	2	28	0	1.804213298
58.04	2/28/13	2	28	1	1.80435412
58.08	2/28/13	2	28	2	1.804494977
58.12	2/28/13	2	28	3	1.804635868
58.17	2/28/13	2	28	4	1.804776793
58.21	2/28/13	2	28	5	1.804917752
58.25	2/28/13	2	28	6	1.805058745
58.29	2/28/13	2	28	7	1.805199771
58.33	2/28/13	2	28	8	1.805340832
58.37	2/28/13	2	28	9	1.805481926
58.42	2/28/13	2	28	10	1.805623054
58.46	2/28/13	2	28	11	1.805764215
58.5	2/28/13	2	28	12	1.805905411
58.54	2/28/13	2	28	13	1.806046639
58.58	2/28/13	2	28	14	1.806187902
58.62	2/28/13	2	28	15	1.806329198
58.67	2/28/13	2	28	16	1.806470527
58.71	2/28/13	2	28	17	1.806611889
58.75	2/28/13	2	28	18	1.806753285
58.79	2/28/13	2	28	19	1.806894714
58.83	2/28/13	2	28	20	1.807036176
58.87	2/28/13	2	28	21	1.807177672
58.92	2/28/13	2	28	22	1.8073192
58.96	2/28/13	2	28	23	1.807460762
59	3/1/13	3	1	0	1.807602356
59.04	3/1/13	3	1	1	1.807743984
59.08	3/1/13	3	1	2	1.807885644
59.12	3/1/13	3	1	3	1.808027337
59.17	3/1/13	3	1	4	1.808169063
59.21	3/1/13	3	1	5	1.808310821
59.25	3/1/13	3	1	6	1.808452613
59.29	3/1/13	3	1	7	1.808594436
59.33	3/1/13	3	1	8	1.808736293
59.37	3/1/13	3	1	9	1.808878182
59.42	3/1/13	3	1	10	1.809020103
59.46	3/1/13	3	1	11	1.809162056
59.5	3/1/13	3	1	12	1.809304042
59.54	3/1/13	3	1	13	1.809446061
59.58	3/1/13	3	1	14	1.809588111
59.62	3/1/13	3	1	15	1.809730194
59.67	3/1/13	3	1	16	1.809872308
59.71	3/1/13	3	1	17	1.810014455
59.75	3/1/13	3	1	18	1.810156634
59.79	3/1/13	3	1	19	1.810298844
59.83	3/1/13	3	1	20	1.810441087
59.87	3/1/13	3	1	21	1.810583361
59.92	3/1/13	3	1	22	1.810725667
59.96	3/1/13	3	1	23	1.810868005
60	3/2/13	3	2	0	1.811010374
60.04	3/2/13	3	2	1	1.811152775
60.08	3/2/13	3	2	2	1.811295208
60.12	3/2/13	3	2	3	1.811437671
60.17	3/2/13	3	2	4	1.811580167
60.21	3/2/13	3	2	5	1.811722693
60.25	3/2/13	3	2	6	1.811865251
60.29	3/2/13	3	2	7	1.812007841
60.33	3/2/13	3	2	8	1.812150461
60.37	3/2/13	3	2	9	1.812293112
60.42	3/2/13	3	2	10	1.812435795
60.46	3/2/13	3	2	11	1.812578508
60.5	3/2/13	3	2	12	1.812721253
60.54	3/2/13	3	2	13	1.812864028
60.58	3/2/13	3	2	14	1.813006834
60.62	3/2/13	3	2	15	1.813149672
60.67	3/2/13	3	2	16	1.813292546
60.71	3/2/13	3	2	17	1.813435455
60.75	3/2/13	3	2	18	1.8135784
60.79	3/2/13	3	2	19	1.81372138
60.83	3/2/13	3	2	20	1.813864396
60.87	3/2/13	3	2	21	1.814007447
60.92	3/2/13	3	2	22	1.814150535
60.96	3/2/13	3	2	23	1.814293658
61	3/3/13	3	3	0	1.814436818
61.04	3/3/13	3	3	1	1.814580013
61.08	3/3/13	3	3	2	1.814723245
61.12	3/3/13	3	3	3	1.814866513
61.17	3/3/13	3	3	4	1.815009818
61.21	3/3/13	3	3	5	1.815153159
61.25	3/3/13	3	3	6	1.815296536
61.29	3/3/13	3	3	7	1.815439951
61.33	3/3/13	3	3	8	1.815583402
61.37	3/3/13	3	3	9	1.81572689
61.42	3/3/13	3	3	10	1.815870415
61.46	3/3/13	3	3	11	1.816013977
61.5	3/3/13	3	3	12	1.816157576
61.54	3/3/13	3	3	13	1.816301212
61.58	3/3/13	3	3	14	1.816444886
61.62	3/3/13	3	3	15	1.816588596
61.67	3/3/13	3	3	16	1.816732345
61.71	3/3/13	3	3	17	1.81687613
61.75	3/3/13	3	3	18	1.817019954
61.79	3/3/13	3	3	19	1.817163815
61.83	3/3/13	3	3	20	1.817307713
61.87	3/3/13	3	3	21	1.81745165
61.92	3/3/13	3	3	22	1.817595624
61.96	3/3/13	3	3	23	1.817739636
62	3/4/13	3	4	0	1.817883686
62.04	3/4/13	3	4	1	1.818027774
62.08	3/4/13	3	4	2	1.8181719
62.12	3/4/13	3	4	3	1.818316064
62.17	3/4/13	3	4	4	1.818460267
62.21	3/4/13	3	4	5	1.818604507
62.25	3/4/13	3	4	6	1.818748786
62.29	3/4/13	3	4	7	1.818893103
62.33	3/4/13	3	4	8	1.819037459
62.37	3/4/13	3	4	9	1.819181853
62.42	3/4/13	3	4	10	1.819326285
62.46	3/4/13	3	4	11	1.819470757
62.5	3/4/13	3	4	12	1.819615266
62.54	3/4/13	3	4	13	1.819759814
62.58	3/4/13	3	4	14	1.819904401
62.62	3/4/13	3	4	15	1.820049027
62.67	3/4/13	3	4	16	1.820193691
62.71	3/4/13	3	4	17	1.820338394
62.75	3/4/13	3	4	18	1.820483136
62.79	3/4/13	3	4	19	1.820627917
62.83	3/4/13	3	4	20	1.820772736
62.87	3/4/13	3	4	21	1.820917595
62.92	3/4/13	3	4	22	1.821062492
62.96	3/4/13	3	4	23	1.821207429
63	3/5/13	3	5	0	1.821352404
63.04	3/5/13	3	5	1	1.821497419
63.08	3/5/13	3	5	2	1.821642472
63.12	3/5/13	3	5	3	1.821787564
63.17	3/5/13	3	5	4	1.821932696
63.21	3/5/13	3	5	5	1.822077867
63.25	3/5/13	3	5	6	1.822223076
63.29	3/5/13	3	5	7	1.822368325
63.33	3/5/13	3	5	8	1.822513613
63.37	3/5/13	3	5	9	1.82265894
63.42	3/5/13	3	5	10	1.822804307
63.46	3/5/13	3	5	11	1.822949712
